,Player,Nationality,Position,Club Team,League,Age,Matches Played,Goals,Assists,Expected Goals
1748,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,36,0,0,0.0
1749,Éder Militão,br BRA,DF,Real Madrid,es La Liga,25,10,0,0,0.1
1750,Luis Milla,es ESP,MF,Getafe,es La Liga,28,27,0,1,0.6
1751,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,21,31,5,4,5.3
1752,James Milner,eng ENG,"DF,MF",Brighton,eng Premier League,37,15,0,2,0.3
1753,Jovan Milošević,rs SRB,"FW,MF",Stuttgart,de Bundesliga,18,5,0,0,0.0
1754,Marko Milovanović,rs SRB,"FW,MF",Almería,es La Liga,19,11,1,0,1.5
1755,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,26,25,1,1,0.8
1756,Yerry Mina,co COL,"DF,MF",Fiorentina,it Serie A,28,4,0,0,0.1
1757,Yerry Mina,co COL,DF,Cagliari,it Serie A,28,14,2,0,1.3
1758,Takumi Minamino,jp JPN,MF,Monaco,fr Ligue 1,28,30,9,6,5.9
1759,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,fr Ligue 1,19,13,1,1,0.4
1760,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30,1,0,0,0.0
1761,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,24,38,2,2,2.6
1762,Ignasi Miquel,es ESP,DF,Granada,es La Liga,30,34,1,1,1.4
1763,Rafa Mir,es ESP,"FW,MF",Sevilla,es La Liga,26,15,2,0,1.4
1764,Ignacio Miramon,ar ARG,MF,Lille,fr Ligue 1,20,2,0,0,0.1
1765,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,27,27,3,5,5.4
1766,Juan Miranda,es ESP,DF,Betis,es La Liga,23,25,1,1,1.6
1767,Kevin Miranda,it ITA,DF,Sassuolo,it Serie A,20,1,0,0,0.0
1768,Antonio Mirante,it ITA,GK,Milan,it Serie A,40,2,0,0,0.0
1769,Fabio Miretti,it ITA,MF,Juventus,it Serie A,19,25,1,1,1.2
1770,Filippo Missori,it ITA,DF,Sassuolo,it Serie A,19,8,0,0,0.3
1771,Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,23,37,2,3,1.6
1772,Kaoru Mitoma,jp JPN,FW,Brighton,eng Premier League,26,19,3,4,3.5
1773,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,28,1,0,0,0.2
1774,Stefan Mitrović,rs SRB,"FW,MF",Hellas Verona,it Serie A,20,10,0,0,0.4
1775,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,33,11,1,0,0.1
1776,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,26,31,2,4,0.9
1777,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,34,36,2,8,3.6
1778,Marko Mladenović,rs SRB,MF,Eint Frankfurt,de Bundesliga,18,1,0,0,0.0
1779,Jakub Moder,pl POL,"MF,DF",Brighton,eng Premier League,24,17,0,0,0.6
1780,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37,32,2,6,1.3
1781,Max Moerstedt,de GER,"DF,FW",Hoffenheim,de Bundesliga,,1,0,0,0.0
1782,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,24,30,11,2,10.7
1783,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,25,29,8,2,7.8
1784,Dion Moise Sahi,ci CIV,"MF,FW",Strasbourg,fr Ligue 1,21,18,3,1,4.1
1785,Johan Mojica,co COL,DF,Osasuna,es La Liga,30,30,0,3,1.0
1786,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,19,28,3,3,2.0
1787,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,25,30,2,3,1.3
1788,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,31,29,4,4,5.9
1789,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,25,33,1,3,0.6
1790,Enzo Mongo,fr FRA,DF,Nantes,fr Ligue 1,18,1,0,0,0.0
1791,Ilario Monterisi,it ITA,DF,Frosinone,it Serie A,21,24,2,2,1.1
1792,César Montes,mx MEX,DF,Almería,es La Liga,26,21,0,0,0.7
1793,Gonzalo Montiel,ar ARG,DF,Nott'ham Forest,eng Premier League,26,14,0,2,0.1
1794,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,27,37,0,1,0.0
1795,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,eng Premier League,30,8,1,0,1.5
1796,Mikey Moore,eng ENG,MF,Tottenham,eng Premier League,15,2,0,0,0.0
1797,Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,30,32,15,3,13.8
1798,Diego Moreira,pt POR,"FW,MF",Lyon,fr Ligue 1,18,7,0,0,0.7
1799,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,31,27,2,2,0.7
1800,Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,30,21,2,0,1.1
1801,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,31,30,10,6,9.7
1802,Jorge Moreno,es ESP,DF,Osasuna,es La Liga,22,1,0,0,0.0
1803,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,23,3,0,0,0.0
1804,Ilaix Moriba,gn GUI,"MF,FW",Getafe,es La Liga,20,14,0,2,0.3
1805,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,24,35,0,2,1.0
1806,Nikola Moro,hr CRO,MF,Bologna,it Serie A,25,23,1,0,0.7
1807,Carlton Morris,eng ENG,"FW,MF",Luton Town,eng Premier League,27,38,11,4,11.4
1808,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,19,36,0,0,0.7
1809,Yerson Mosquera,co COL,DF,Villarreal,es La Liga,22,16,2,1,1.6
1810,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,25,34,4,3,3.6
1811,Lebo Mothiba,za RSA,FW,Strasbourg,fr Ligue 1,27,15,3,0,4.6
1812,Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,18,20,5,0,3.9
1813,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,28,32,6,2,8.9
1814,Mason Mount,eng ENG,"MF,FW",Manchester Utd,eng Premier League,24,14,1,0,0.4
1815,Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,26,26,1,0,1.8
1816,Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,22,1,0,0,0.0
1817,Divin Mubama,eng ENG,FW,West Ham,eng Premier League,18,5,0,0,0.1
1818,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,22,31,5,2,4.4
1819,François Mughe,cm CMR,"MF,DF",Marseille,fr Ligue 1,19,5,0,0,0.1
1820,Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,25,16,0,0,1.3
1821,Samuele Mulattieri,it ITA,"FW,MF",Sassuolo,it Serie A,22,27,0,0,1.6
1822,Andreas Müller,de GER,MF,Darmstadt 98,de Bundesliga,23,11,0,0,0.1
1823,Jannik Müller,de GER,"DF,MF",Darmstadt 98,de Bundesliga,29,16,0,0,0.2
1824,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,32,34,0,0,0.0
1825,Marcus Müller,de GER,MF,Mainz 05,de Bundesliga,20,1,0,0,0.1
1826,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,33,31,5,9,5.7
1827,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,25,20,1,0,0.4
1828,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,27,27,4,3,6.2
1829,Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,30,20,2,0,1.7
1830,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,22,26,9,1,8.7
1831,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,25,21,0,2,0.3
1832,Daniel Muñoz,co COL,"DF,MF",Crystal Palace,eng Premier League,27,16,0,4,1.2
1833,Iker Muñoz,es ESP,MF,Osasuna,es La Liga,20,28,4,0,1.1
1834,Javier Muñoz,es ESP,MF,Las Palmas,es La Liga,28,37,2,3,2.5
1835,Finley Munroe,eng ENG,MF,Aston Villa,eng Premier League,18,1,0,0,0.0
1836,Arijanet Muric,xk KVX,GK,Burnley,eng Premier League,24,10,0,0,0.0
1837,Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,32,18,2,1,1.5
1838,Murillo,br BRA,DF,Nott'ham Forest,eng Premier League,21,32,0,2,1.8
1839,Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29,29,7,2,10.4
1840,Alex Murphy,ie IRL,"DF,FW",Newcastle Utd,eng Premier League,19,2,0,0,0.0
1841,Jacob Murphy,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,28,21,3,7,2.1
1842,Yunus Musah,us USA,"MF,FW",Milan,it Serie A,20,30,0,2,0.6
1843,Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,20,24,10,5,7.9
1844,Florent Muslija,xk KVX,"MF,FW",Freiburg,de Bundesliga,25,10,0,0,0.1
1845,Juan Musso,ar ARG,GK,Atalanta,it Serie A,29,11,0,0,0.0
1846,Kingstone Mutandwa,zm ZAM,"FW,MF",Cagliari,it Serie A,20,5,1,0,0.1
1847,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29,34,0,0,0.0
1848,Joel Mvuka,no NOR,"DF,FW",Lorient,fr Ligue 1,20,7,0,0,0.0
1849,Junior Mwanga,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,22,1,1,1.4
1850,Phillipp Mwene,at AUT,DF,Mainz 05,de Bundesliga,29,23,1,2,1.4
1851,Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,24,28,2,0,1.5
1852,Joakim Mæhle,dk DEN,"DF,MF",Wolfsburg,de Bundesliga,26,30,2,3,1.4
1853,Obite N'Dicka,ci CIV,DF,Roma,it Serie A,23,25,0,3,1.0
1854,Kévin N'Doram,fr FRA,MF,Metz,fr Ligue 1,27,23,0,2,0.3
1855,Nathan N'Goumou,fr FRA,"FW,MF",Gladbach,de Bundesliga,23,32,5,2,3.8
1856,Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,24,11,0,0,0.0
1857,Nacho,es ESP,DF,Real Madrid,es La Liga,33,29,0,1,0.5
1858,Bilal Nadir,fr FRA,"MF,FW",Marseille,fr Ligue 1,19,5,0,0,0.1
1859,Mahamadou Nagida,cm CMR,DF,Rennes,fr Ligue 1,18,3,0,0,0.1
1860,Marvelous Nakamba,zw ZIM,MF,Luton Town,eng Premier League,29,13,0,0,0.2
1861,Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,23,25,4,1,3.2
1862,Nahitan Nández,uy URU,"MF,DF",Cagliari,it Serie A,27,33,2,3,3.7
1863,Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,30,26,2,0,1.0
1864,Natan,br BRA,DF,Napoli,it Serie A,22,14,0,0,0.4
1865,Lapo Nava,it ITA,GK,Milan,it Serie A,19,1,0,0,0.0
1866,Roberto Navarro,es ESP,"MF,FW",Cádiz,es La Liga,21,28,1,1,2.1
1867,Jesús Navas,es ESP,DF,Sevilla,es La Liga,37,29,0,2,0.1
1868,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,36,4,0,0,0.0
1869,Michel Ndary Adopo,fr FRA,MF,Atalanta,it Serie A,23,10,0,1,0.1
1870,Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,fr Ligue 1,24,23,0,0,1.2
1871,Bassirou Ndiaye,sn SEN,FW,Lorient,fr Ligue 1,21,5,0,0,0.0
1872,Iliman Ndiaye,sn SEN,"FW,MF",Marseille,fr Ligue 1,23,30,3,3,4.5
1873,Massamba Ndiaye,sn SEN,GK,Clermont Foot,fr Ligue 1,21,4,0,0,0.0
1874,Rassoul Ndiaye,sn SEN,"MF,FW",Le Havre,fr Ligue 1,21,19,0,0,0.2
1875,Michael Ndiweni,eng ENG,FW,Newcastle Utd,eng Premier League,19,1,0,0,0.0
1876,Cher Ndour,it ITA,MF,Paris S-G,fr Ligue 1,19,3,0,0,0.0
1877,Dan Ndoye,ch SUI,"FW,MF",Bologna,it Serie A,22,32,1,1,4.9
1878,Joseph Nduquidi,fr FRA,"MF,DF",Metz,fr Ligue 1,18,13,0,0,0.2
1879,Loïc Nego,hu HUN,"DF,MF",Le Havre,fr Ligue 1,32,28,0,3,1.3
1880,Álvaro Negredo,es ESP,"FW,MF",Cádiz,es La Liga,37,7,0,0,0.1
1881,Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,23,15,0,0,0.2
1882,Zack Nelson,eng ENG,"MF,DF",Luton Town,eng Premier League,18,2,0,0,0.0
1883,Neto,br BRA,GK,Bournemouth,eng Premier League,34,32,0,0,0.0
1884,Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,23,20,2,9,3.5
1885,Luca Netz,de GER,DF,Gladbach,de Bundesliga,20,30,0,4,1.0
1886,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37,23,0,0,0.0
1887,Florian Neuhaus,de GER,MF,Gladbach,de Bundesliga,26,25,4,2,4.3
1888,Carlos Neva,es ESP,DF,Granada,es La Liga,27,36,0,2,0.1
1889,Jessic Ngankam,de GER,"FW,MF",Mainz 05,de Bundesliga,23,7,0,0,0.6
1890,Jessic Ngankam,de GER,FW,Eint Frankfurt,de Bundesliga,23,15,0,0,1.5
1891,Cyril Ngonge,be BEL,"FW,MF",Hellas Verona,it Serie A,23,19,6,2,4.2
1892,Cyril Ngonge,be BEL,FW,Napoli,it Serie A,23,13,1,0,1.0
1893,Steve Ngoura,fr FRA,"FW,MF",Le Havre,fr Ligue 1,18,12,0,1,0.5
1894,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,eng Premier League,27,21,1,0,1.1
1895,M'Baye Niang,sn SEN,FW,Empoli,it Serie A,28,14,6,1,5.4
1896,Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,21,8,0,0,0.0
1897,Shamar Nicholson,jm JAM,FW,Clermont Foot,fr Ligue 1,26,26,4,3,5.9
1898,Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,26,33,2,0,1.1
1899,Moritz Nicolas,de GER,GK,Gladbach,de Bundesliga,25,27,0,0,0.0
1900,Hans Nicolussi Caviglia,it ITA,MF,Juventus,it Serie A,23,8,0,1,0.1
1901,Saúl Ñíguez,es ESP,MF,Atlético Madrid,es La Liga,28,34,1,4,1.5
1902,Justin Njinmah,de GER,FW,Werder Bremen,de Bundesliga,22,24,6,2,4.9
1903,Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,24,27,5,2,4.5
1904,Niels Nkounkou,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,22,29,3,2,1.3
1905,Christopher Nkunku,fr FRA,"FW,MF",Chelsea,eng Premier League,25,11,3,0,2.3
1906,Felix Nmecha,de GER,MF,Dortmund,de Bundesliga,22,20,1,2,1.7
1907,Lukas Nmecha,de GER,FW,Wolfsburg,de Bundesliga,24,3,1,0,0.1
1908,Peru Nolaskoain,es ESP,"DF,MF",Athletic Club,es La Liga,24,2,0,0,0.0
1909,Joseph Nonge,be BEL,MF,Juventus,it Serie A,18,2,0,0,0.0
1910,Jonathan Norbye,no NOR,MF,RB Leipzig,de Bundesliga,16,1,0,0,0.0
1911,Arnaud Nordin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25,20,5,3,3.6
1912,Rhys Norrington-Davies,wls WAL,DF,Sheffield Utd,eng Premier League,24,5,0,0,0.0
1913,Oliver Norwood,nir NIR,MF,Sheffield Utd,eng Premier League,32,27,1,0,1.1
1914,Tijjani Noslin,nl NED,"FW,MF",Hellas Verona,it Serie A,24,17,5,4,3.6
1915,Randy Nteka,ao ANG,"FW,MF",Rayo Vallecano,es La Liga,25,16,1,1,2.3
1916,Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,19,29,3,2,4.0
1917,Alexander Nübel,de GER,GK,Stuttgart,de Bundesliga,26,30,0,0,0.0
1918,Kasim Nuhu,gh GHA,DF,Hoffenheim,de Bundesliga,28,1,0,0,0.0
1919,Matheus Nunes,pt POR,MF,Wolves,eng Premier League,24,2,0,0,0.1
1920,Matheus Nunes,pt POR,MF,Manchester City,eng Premier League,24,17,0,2,0.8
1921,Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,24,36,11,8,16.3
1922,Unai Núñez,es ESP,DF,Celta Vigo,es La Liga,26,34,1,0,1.4
1923,Fabian Nürnberger,bg BUL,"DF,MF",Darmstadt 98,de Bundesliga,24,21,1,1,0.9
1924,Ethan Nwaneri,eng ENG,FW,Arsenal,eng Premier League,16,1,0,0,0.0
1925,Simeon Nwankwo,ng NGA,FW,Salernitana,it Serie A,31,15,3,0,2.7
1926,Gerzino Nyamsi,fr FRA,DF,Strasbourg,fr Ligue 1,26,13,0,0,0.3
1927,Ørjan Nyland,no NOR,GK,Sevilla,es La Liga,32,24,0,0,0.0
1928,Rabby Nzingoula,cg CGO,"MF,FW",Strasbourg,fr Ligue 1,17,6,0,1,0.1
1929,M'Bala Nzola,ao ANG,FW,Fiorentina,it Serie A,26,33,3,3,4.5
1930,Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,29,31,2,1,3.5
1931,Jake O'Brien,ie IRL,DF,Lyon,fr Ligue 1,22,27,4,2,3.6
1932,Mark O'Mahony,ie IRL,FW,Brighton,eng Premier League,18,3,0,0,0.1
1933,Dara O'Shea,ie IRL,DF,Burnley,eng Premier League,24,33,3,4,0.7
1934,Michael Obafemi,ie IRL,"FW,MF",Burnley,eng Premier League,23,2,0,0,0.1
1935,Adam Obert,sk SVK,DF,Cagliari,it Serie A,20,17,0,0,0.1
1936,Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,31,8,0,0,0.0
1937,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,30,38,0,0,0.0
1938,Brian Ocampo,uy URU,"MF,FW",Cádiz,es La Liga,24,13,1,0,0.3
1939,Lucas Ocampos,ar ARG,"FW,MF",Sevilla,es La Liga,29,35,4,3,5.4
1940,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,38,21,0,0,0.0
1941,Jens Odgaard,dk DEN,"FW,MF",Bologna,it Serie A,24,10,2,0,1.5
1942,Wilson Odobert,fr FRA,"MF,FW",Burnley,eng Premier League,18,29,3,2,2.8
1943,Álvaro Odriozola,es ESP,DF,Real Sociedad,es La Liga,27,9,0,0,0.0
1944,Tim Oermann,de GER,DF,Bochum,de Bundesliga,19,16,0,0,0.1
1945,Odeluga Offiah,eng ENG,DF,Brighton,eng Premier League,20,4,0,0,0.0
1946,Chiedozie Ogbene,ie IRL,"MF,DF",Luton Town,eng Premier League,26,30,4,1,4.2
1947,Angelo Ogbonna,it ITA,DF,West Ham,eng Premier League,35,11,0,0,0.0
1948,Florent Ogier,fr FRA,DF,Clermont Foot,fr Ligue 1,34,14,1,1,0.6
1949,Noah Okafor,ch SUI,"FW,MF",Milan,it Serie A,23,28,6,2,3.8
1950,David Okereke,ng NGA,"FW,MF",Torino,it Serie A,25,9,0,0,0.2
1951,Caleb Okoli,it ITA,DF,Frosinone,it Serie A,22,34,0,1,0.6
1952,Maduka Okoye,ng NGA,GK,Udinese,it Serie A,23,21,0,0,0.0
1953,Masaya Okugawa,jp JPN,"FW,DF",Augsburg,de Bundesliga,27,2,0,0,0.0
1954,Joseph Okumu,ke KEN,DF,Reims,fr Ligue 1,26,21,1,0,1.5
1955,Aingeru Olabarrieta,es ESP,FW,Athletic Club,es La Liga,17,1,0,0,0.0
1956,Michael Olakigbe,eng ENG,"DF,FW",Brentford,eng Premier League,19,8,0,0,0.1
1957,Olasagasti,es ESP,MF,Real Sociedad,es La Liga,22,14,0,0,0.9
1958,Finn Ole Becker,de GER,MF,Hoffenheim,de Bundesliga,23,22,0,0,0.2
1959,Mathias Olesen,lu LUX,"MF,FW",Köln,de Bundesliga,22,6,0,0,0.0
1960,Michael Olise,fr FRA,"FW,MF",Crystal Palace,eng Premier League,21,19,10,6,5.5
1961,Mathías Olivera,uy URU,DF,Napoli,it Serie A,25,23,1,1,0.5
1962,Dani Olmo,es ESP,MF,RB Leipzig,de Bundesliga,25,21,4,5,3.3
1963,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,33,5,0,0,0.0
1964,Warmed Omari,km COM,DF,Rennes,fr Ligue 1,23,25,1,0,0.7
1965,Becir Omeragic,ch SUI,"DF,MF",Montpellier,fr Ligue 1,21,28,0,0,0.5
1966,Jonas Omlin,ch SUI,GK,Gladbach,de Bundesliga,29,7,0,1,0.0
1967,Andrew Omobamidele,ie IRL,DF,Nott'ham Forest,eng Premier League,21,11,0,0,0.1
1968,Samu Omorodion,es ESP,FW,Alavés,es La Liga,19,34,8,1,10.8
1969,Samu Omorodion,es ESP,FW,Granada,es La Liga,19,1,1,0,0.7
1970,Amadou Onana,be BEL,MF,Everton,eng Premier League,21,30,2,0,2.0
1971,André Onana,cm CMR,GK,Manchester Utd,eng Premier League,27,38,0,0,0.0
1972,Jean Onana,cm CMR,MF,Marseille,fr Ligue 1,23,13,1,0,0.8
1973,Ryan One,sct SCO,FW,Sheffield Utd,eng Premier League,17,1,0,0,0.0
1974,Karim Onisiwo,at AUT,"FW,MF",Mainz 05,de Bundesliga,31,24,1,3,2.3
1975,Tyler Onyango,eng ENG,MF,Everton,eng Premier League,20,1,0,0,0.0
1976,Fred Onyedinma,eng ENG,"DF,MF",Luton Town,eng Premier League,26,8,0,0,0.2
1977,Frank Onyeka,ng NGA,MF,Brentford,eng Premier League,25,26,1,2,2.2
1978,Loïs Openda,be BEL,FW,RB Leipzig,de Bundesliga,23,34,24,7,22.1
1979,Royce Openda Owaga,ga GAB,FW,Lorient,fr Ligue 1,21,1,0,0,0.0
1980,Christopher Operi,ci CIV,DF,Le Havre,fr Ligue 1,26,28,3,4,1.2
1981,Leon Opitz,de GER,"FW,DF",Werder Bremen,de Bundesliga,18,3,0,0,0.0
1982,Gift Orban,ng NGA,FW,Lyon,fr Ligue 1,21,13,1,0,1.1
1983,Willi Orban,hu HUN,DF,RB Leipzig,de Bundesliga,30,19,0,0,0.4
1984,Ivan Ordets,ua UKR,DF,Bochum,de Bundesliga,31,24,1,0,1.3
1985,Divock Origi,be BEL,FW,Nott'ham Forest,eng Premier League,28,20,0,1,1.4
1986,Gaetano Oristanio,it ITA,"FW,MF",Cagliari,it Serie A,20,25,2,1,1.8
1987,Aimar Oroz,es ESP,MF,Osasuna,es La Liga,21,33,2,1,3.5
1988,Riccardo Orsolini,it ITA,"FW,MF",Bologna,it Serie A,26,33,10,2,7.4
1989,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,30,9,0,0,0.0
1990,Eneko Ortiz,es ESP,DF,Alavés,es La Liga,20,1,0,0,0.0
1991,Asier Osambela,es ESP,MF,Osasuna,es La Liga,19,1,0,0,0.0
1992,Ben Osborn,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,28,24,0,2,0.2
1993,Gabriel Osho,ng NGA,DF,Luton Town,eng Premier League,24,21,2,0,1.1
1994,Victor Osimhen,ng NGA,FW,Napoli,it Serie A,24,25,15,3,15.4
1995,Milutin Osmajić,me MNE,MF,Cádiz,es La Liga,24,1,0,0,0.1
1996,Patrick Osterhage,de GER,MF,Bochum,de Bundesliga,23,24,2,1,1.4
1997,William Osula,dk DEN,FW,Sheffield Utd,eng Premier League,19,21,0,0,1.6
1998,Dango Ouattara,bf BFA,"FW,DF",Bournemouth,eng Premier League,21,30,1,2,2.6
1999,Kassoum Ouattara,fr FRA,"DF,FW",Monaco,fr Ligue 1,18,14,1,0,1.3
2000,Remi Oudin,fr FRA,"MF,FW",Lecce,it Serie A,26,31,3,2,1.8
2001,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,35,34,0,0,0.0
2002,Azzedine Ounahi,ma MAR,MF,Marseille,fr Ligue 1,23,21,2,0,1.0
2003,Adam Ounas,dz ALG,FW,Lille,fr Ligue 1,26,17,1,0,0.6
2004,Patrick Ouotro,ci CIV,FW,Strasbourg,fr Ligue 1,17,1,0,0,0.0
2005,Aiham Ousou,sy SYR,DF,Cádiz,es La Liga,23,6,0,0,0.2
2006,Jesús Owono,gq EQG,GK,Alavés,es La Liga,22,4,0,0,0.0
2007,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,es La Liga,26,33,9,3,9.1
2008,Anthony Oyono,ga GAB,DF,Frosinone,it Serie A,22,16,0,1,0.1
2009,Salih Özcan,tr TUR,MF,Dortmund,de Bundesliga,25,23,0,0,0.2
2010,Cenk Özkacar,tr TUR,DF,Valencia,es La Liga,22,23,0,0,0.3
2011,David Ozoh,eng ENG,"MF,DF",Crystal Palace,eng Premier League,18,9,0,0,0.0
2012,Jon Pacheco,es ESP,DF,Real Sociedad,es La Liga,22,23,1,1,1.1
2013,Willian Pacho,ec ECU,DF,Eint Frankfurt,de Bundesliga,21,33,0,3,1.2
2014,Gonçalo Paciência,pt POR,"FW,MF",Bochum,de Bundesliga,28,19,3,1,3.0
2015,Simone Pafundi,it ITA,MF,Udinese,it Serie A,17,1,0,0,0.0
2016,Riccardo Pagano,it ITA,"MF,DF",Roma,it Serie A,18,4,0,0,0.1
2017,Pablo Pagis,fr FRA,MF,Lorient,fr Ligue 1,20,3,0,0,0.1
2018,Exequiel Palacios,ar ARG,MF,Leverkusen,de Bundesliga,24,24,4,4,3.3
2019,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,28,37,4,1,5.9
2020,João Palhinha,pt POR,MF,Fulham,eng Premier League,28,33,4,1,3.3
2021,Nicolas Pallois,fr FRA,DF,Nantes,fr Ligue 1,35,23,0,1,0.1
2022,Cole Palmer,eng ENG,"FW,MF",Chelsea,eng Premier League,21,33,22,11,18.2
2023,Cole Palmer,eng ENG,MF,Manchester City,eng Premier League,21,1,0,0,0.0
2024,Emerson Palmieri,it ITA,DF,West Ham,eng Premier League,28,36,1,2,1.5
2025,Joaquín Panichelli,ar ARG,"FW,MF",Alavés,es La Liga,20,8,0,0,0.6
2026,Miloš Pantović,rs SRB,MF,Union Berlin,de Bundesliga,27,1,1,0,0.8
2027,Antonios Papadopoulos,de GER,DF,Dortmund,de Bundesliga,23,2,0,0,0.0
2028,Christos Papadopoulos,gr GRE,FW,Genoa,it Serie A,18,1,0,0,0.0
2029,Sokratis Papastathopoulos,gr GRE,DF,Betis,es La Liga,35,15,0,0,0.3
2030,Merveille Papela,de GER,"MF,DF",Mainz 05,de Bundesliga,22,11,0,0,0.3
2031,Leart Paqarada,xk KVX,DF,Köln,de Bundesliga,28,17,0,0,0.4
2032,Lucas Paquetá,br BRA,"FW,MF",West Ham,eng Premier League,25,31,4,6,5.4
2033,Victor Parada,es ESP,"FW,MF",Alavés,es La Liga,21,2,0,0,0.0
2034,Aitor Paredes,es ESP,DF,Athletic Club,es La Liga,23,34,1,0,1.2
2035,Kevin Paredes,us USA,"FW,MF",Wolfsburg,de Bundesliga,20,28,3,0,3.0
2036,Leandro Paredes,ar ARG,MF,Roma,it Serie A,29,34,3,5,3.3
2037,Daniel Parejo,es ESP,MF,Villarreal,es La Liga,34,33,3,5,2.9
2038,Fabiano Parisi,it ITA,DF,Fiorentina,it Serie A,22,21,0,1,0.9
2039,Ben Parkinson,eng ENG,FW,Newcastle Utd,eng Premier League,18,1,0,0,0.0
2040,Thomas Partey,gh GHA,"MF,DF",Arsenal,eng Premier League,30,14,0,0,0.4
