Player,Overall,Goals,Assists,Expected Goals,Pace,Shooting,Passing,Dribbling,Defending,Physicality,National Team,League,Club Team,Age,Height_cm,Weight_kg,Position
Nicolai Rapp,68,0,0,0.0,54,42,55,59,69,72,Germany,Bundesliga,Werder Bremen,27,186,81,CDM
Marcus Rashford,81,7,2,7.4,89,83,76,82,33,64,England,Premier League,Manchester Utd,26,186,70,LM
Giacomo Raspadori,78,5,3,5.9,79,77,68,82,27,56,Italy,Serie A,Napoli,24,172,69,CAM
David Raum,81,2,8,0.8,85,61,81,78,73,78,Germany,Bundesliga,RB Leipzig,26,180,75,LB
Federico Ravaglia,70,0,0,0.0,72,67,67,75,37,69,Italy,Serie A,Bologna,24,191,75,GK
David Raya,83,0,0,0.0,82,81,86,82,57,81,Spain,Premier League,Arsenal,28,183,75,GK
Tim Ream,73,1,0,1.0,36,44,69,66,76,70,United States,Premier League,Fulham,36,185,80,CB
Abderrahman Rebbach,70,1,0,0.8,71,70,66,70,36,68,Algeria,La Liga,Alavés,26,176,72,LM
Nathan Redmond,71,0,0,0.0,75,70,68,76,30,51,England,Premier League,Burnley,30,173,69,RM
Harrison Reed,75,0,2,0.3,59,60,71,71,72,74,England,Premier League,Fulham,29,175,72,CDM
Tijjani Reijnders,82,3,3,3.2,80,76,80,84,73,74,Holland,Serie A,Milan,26,185,73,CM
Pepe Reina,76,0,0,0.0,75,75,77,74,45,77,Spain,La Liga,Villarreal,42,188,92,GK
Reinier,70,2,2,1.3,67,68,66,76,42,63,Brazil,Serie A,Frosinone,22,185,82,CAM
Rocco Reitz,74,6,3,3.7,73,68,70,76,71,65,Germany,Bundesliga,Gladbach,22,176,72,CM
Álex Remiro,84,0,0,0.0,84,79,80,86,42,86,Spain,La Liga,Real Sociedad,29,192,79,GK
Guillaume Restes,78,0,0,0.0,78,74,80,80,40,77,France,Ligue 1,Toulouse,19,188,82,GK
Mateo Retegui,76,7,2,5.8,72,76,64,70,35,77,Italy,Serie A,Genoa,25,186,86,ST
Elvis Rexhbeçaj,74,2,0,1.7,59,66,71,74,68,74,Kosovo,Bundesliga,Augsburg,26,182,78,CM
Chadi Riad,72,0,0,0.7,62,32,54,54,72,74,Morocco,La Liga,Betis,21,190,78,CB
Rodrigo Ribeiro,69,0,0,0.0,71,67,58,73,22,60,Portugal,Premier League,Nott'ham Forest,19,185,72,ST
Samuele Ricci,77,1,2,1.3,73,55,72,78,73,68,Italy,Serie A,Torino,23,181,76,CDM
Declan Rice,87,7,8,3.3,73,72,82,79,84,85,England,Premier League,Arsenal,25,185,80,CDM
Chris Richards,76,1,1,0.6,71,27,59,61,76,74,United States,Premier League,Crystal Palace,24,188,87,CB
Amir Richardson,73,3,1,1.6,73,64,69,72,67,74,Morocco,Ligue 1,Reims,22,195,79,CM
Richarlison,81,11,4,9.6,77,80,73,80,53,78,Brazil,Premier League,Tottenham,27,184,71,ST
Marco Richter,73,1,0,1.9,73,73,68,77,48,63,Germany,Bundesliga,Mainz 05,26,176,74,RM
Diego Rico,78,0,7,0.3,73,55,78,73,77,77,Spain,La Liga,Getafe,31,183,78,LB
Clemens Riedel,68,0,0,0.3,54,28,48,56,69,68,Germany,Bundesliga,Darmstadt 98,21,186,73,CB
Fabian Rieder,74,1,0,0.3,73,69,71,75,51,63,Switzerland,Ligue 1,Rennes,22,179,74,CAM
Manuel Riemann,76,0,0,0.0,75,71,80,81,52,76,Germany,Bundesliga,Bochum,36,186,83,GK
Luis Rioja,75,5,4,6.1,77,75,71,78,37,50,Spain,La Liga,Alavés,30,176,70,LM
Rémy Riou,67,0,0,0.0,66,66,64,67,48,68,France,Ligue 1,Lyon,37,189,81,GK
Alberto Risco,55,0,0,0.1,60,43,57,55,38,43,Spain,La Liga,Getafe,19,178,68,CAM
Mihailo Ristić,73,0,0,0.3,75,64,66,73,67,68,Serbia,La Liga,Celta Vigo,28,180,79,LB
Lucas Robertone,76,0,5,1.0,79,73,76,76,71,72,Argentina,La Liga,Almería,27,169,66,CM
Connor Roberts,73,0,1,0.0,76,61,70,70,68,73,Wales,Premier League,Burnley,28,175,76,RB
Andrew Robertson,85,3,2,1.9,78,61,82,79,81,78,Scotland,Premier League,Liverpool,30,178,64,LB
Antonee Robinson,79,0,6,0.7,88,46,71,77,74,77,United States,Premier League,Fulham,27,182,70,LB
Jack Robinson,71,1,1,1.2,59,41,59,61,71,73,England,Premier League,Sheffield Utd,31,180,67,CB
Marc Roca,78,2,2,1.1,61,65,75,74,72,73,Spain,La Liga,Betis,27,184,81,CDM
Rodri,91,8,9,4.1,66,80,86,84,87,85,Spain,Premier League,Manchester City,28,191,82,CDM
Dani Rodríguez,76,2,4,1.4,81,74,75,73,63,69,Spain,La Liga,Mallorca,36,178,71,LM
Guido Rodríguez,83,2,0,0.7,51,58,72,70,85,80,Argentina,La Liga,Betis,29,185,80,CDM
Jay Rodriguez,69,2,1,3.5,53,73,64,67,42,66,England,Premier League,Burnley,35,185,84,ST
Miguel Rodríguez,68,0,0,0.2,79,57,64,68,33,53,Spain,La Liga,Celta Vigo,21,179,73,RM
Ricardo Rodríguez,77,1,2,0.3,70,69,79,76,79,74,Switzerland,Serie A,Torino,32,182,83,CB
Rodrygo,86,10,5,11.7,89,81,79,88,31,64,Brazil,La Liga,Real Madrid,23,174,64,RW
Mads Roerslev,73,1,2,0.9,68,45,69,70,70,70,Denmark,Premier League,Brentford,25,184,67,RB
Rogério,74,1,0,0.3,75,53,68,76,70,59,Brazil,Bundesliga,Wolfsburg,26,178,70,LB
Morgan Rogers,75,3,1,1.4,77,71,71,77,56,71,England,Premier League,Aston Villa,22,188,80,LM
Merlin Röhl,75,2,4,2.0,81,65,69,77,62,72,Germany,Bundesliga,Freiburg,22,192,79,CM
Alessio Romagnoli,83,0,0,0.6,64,40,56,69,85,79,Italy,Serie A,Lazio,29,185,75,CB
Simone Romagnoli,71,1,1,1.2,44,40,47,55,71,76,Italy,Serie A,Frosinone,34,193,85,CB
Carlos Romero,69,0,0,0.4,71,53,65,65,65,66,Spain,La Liga,Villarreal,22,180,70,LB
Cristian Romero,84,5,0,3.5,68,46,59,66,85,81,Argentina,Premier League,Tottenham,26,185,79,CB
Oriol Romeu,79,0,1,0.7,40,54,68,67,79,81,Spain,La Liga,Barcelona,32,183,83,CDM
Valentin Rongier,79,0,0,0.6,65,65,75,78,75,78,France,Ligue 1,Marseille,29,172,67,CDM
Frank Ronstadt,67,0,0,0.1,76,51,59,66,61,67,Germany,Bundesliga,Darmstadt 98,27,179,76,RB
Marten de Roon,79,0,5,0.6,64,71,75,75,82,83,Holland,Serie A,Atalanta,33,185,76,CM
Vitor Roque,76,2,0,2.5,85,79,59,80,20,64,Brazil,La Liga,Barcelona,19,172,78,ST
Pablo Rosario,75,0,0,1.2,58,64,68,72,74,79,Holland,Ligue 1,Nice,27,188,73,CDM
Valentin Rosier,74,0,0,0.0,83,52,67,73,70,76,France,Ligue 1,Nice,28,175,75,RB
Francesco Rossi,61,0,0,0.0,63,62,63,62,22,60,Italy,Serie A,Atalanta,33,193,83,GK
Joe Rothwell,72,0,0,0.1,75,65,72,74,62,68,England,Premier League,Bournemouth,29,183,77,CM
Anthony Rouault,75,0,2,0.1,64,30,61,60,76,73,France,Bundesliga,Stuttgart,23,186,77,CB
Jérôme Roussillon,74,0,1,0.3,80,65,69,74,71,74,France,Bundesliga,Union Berlin,31,175,80,LB
Nicolò Rovella,78,0,2,0.6,77,63,76,77,75,73,Italy,Serie A,Lazio,22,179,70,CM
Amir Rrahmani,80,3,0,2.2,69,51,58,61,82,78,Kosovo,Serie A,Napoli,30,192,75,CB
Ruan,66,0,0,0.5,92,31,60,67,55,66,Brazil,Serie A,Sassuolo,29,170,65,RB
Antonio Rüdiger,88,1,0,1.5,82,55,73,70,86,86,Germany,La Liga,Real Madrid,31,190,86,CB
Daniele Rugani,76,2,0,1.6,49,40,55,62,78,69,Italy,Serie A,Juventus,30,193,86,CB
Matteo Ruggeri,73,0,4,0.5,67,57,70,70,70,72,Italy,Serie A,Atalanta,22,187,79,LM
Mário Rui,79,0,2,0.1,80,56,77,80,74,68,Portugal,Serie A,Napoli,33,170,67,LB
Aitor Ruibal,76,2,1,0.8,84,74,70,75,72,68,Spain,La Liga,Betis,28,176,75,RB
Sergio Ruiz,71,0,4,0.7,64,62,66,68,67,72,Spain,La Liga,Granada,29,176,75,CDM
Julian Ryerson,79,4,1,1.8,75,63,70,76,76,80,Norway,Bundesliga,Dortmund,26,183,82,RB
Frederik Rønnow,79,0,0,0.1,79,79,69,81,47,78,Denmark,Bundesliga,Union Berlin,32,188,81,GK
José Sá,79,0,1,0.0,80,75,70,81,52,78,Portugal,Premier League,Wolves,31,192,84,GK
Youssouf Sabaly,77,0,1,0.1,78,54,65,74,74,71,Senegal,La Liga,Betis,31,173,67,RB
Emmanuel Sabbi,71,5,1,4.1,90,65,62,73,38,59,United States,Ligue 1,Le Havre,26,178,70,LM
Stefano Sabelli,70,0,1,0.8,70,39,60,63,66,67,Italy,Serie A,Genoa,31,176,70,RB
Marcel Sabitzer,84,4,3,3.6,76,84,81,82,75,79,Austria,Bundesliga,Dortmund,30,178,76,CM
Falaye Sacko,72,0,1,0.0,87,45,62,71,66,72,Mali,Ligue 1,Montpellier,29,179,68,RB
Dominic Sadi,57,0,0,0.0,68,56,52,60,31,49,England,Premier League,Bournemouth,21,174,65,LM
Umar Sadiq,77,3,1,3.6,83,76,60,72,30,76,Nigeria,La Liga,Real Sociedad,27,192,78,ST
Alexis Saelemaekers,78,4,2,2.6,80,67,75,81,64,64,Belgium,Serie A,Bologna,25,180,72,LM
Modibo Sagnan,73,2,0,1.2,66,32,58,56,73,76,Mali,Ligue 1,Montpellier,25,187,85,CB
Wesley Saïd,75,7,1,5.7,76,75,67,78,30,58,France,Ligue 1,Lens,29,171,72,ST
Théo Sainte-Luce,69,0,0,0.1,73,47,59,68,65,60,France,Ligue 1,Montpellier,25,181,72,LB
Bukayo Saka,87,16,9,15.5,85,83,81,88,60,70,England,Premier League,Arsenal,23,178,65,RW
Ibrahim Salah,70,4,1,3.1,73,69,58,72,30,67,Morocco,Ligue 1,Rennes,23,186,70,ST
Mohamed Salah,89,18,10,21.2,89,87,82,88,45,75,Egypt,Premier League,Liverpool,32,175,72,RW
Amine Salama,67,0,0,0.7,73,66,56,66,25,63,France,Ligue 1,Reims,24,192,78,ST
Kike Salas,73,3,0,0.8,63,26,46,52,74,74,Spain,La Liga,Sevilla,22,186,80,CB
William Saliba,87,2,1,1.6,82,39,70,74,87,83,France,Premier League,Arsenal,23,193,85,CB
Mohammed Salisu,76,0,1,0.2,63,36,50,54,77,79,Ghana,Ligue 1,Monaco,25,191,85,CB
Roland Sallai,77,3,2,7.9,74,71,71,79,38,70,Hungary,Bundesliga,Freiburg,27,183,79,RM
Yoann Salmier,71,1,1,1.1,35,40,58,57,71,76,France,Ligue 1,Le Havre,31,188,85,CB
Brice Samba,82,0,0,0.0,79,83,80,84,53,81,France,Ligue 1,Lens,30,187,90,GK
Albert Sambi Lokonga,75,1,3,0.6,64,58,74,76,68,71,Belgium,Premier League,Luton Town,24,183,73,CM
Junior Sambia,69,1,2,0.5,66,66,69,69,67,65,France,Serie A,Salernitana,28,185,73,RB
Antonio Sanabria,77,5,0,9.3,75,75,69,80,32,60,Paraguay,Serie A,Torino,28,180,77,ST
Renato Sanches,77,1,0,0.1,77,70,77,80,71,78,Portugal,Serie A,Roma,27,176,70,CM
Antonio Sánchez,73,3,1,2.5,74,66,73,73,65,75,Spain,La Liga,Mallorca,27,179,78,RM
Davinson Sánchez,80,0,0,0.1,77,47,55,65,79,82,Colombia,Premier League,Tottenham,28,187,81,CB
Juanlu Sánchez,72,0,2,0.9,65,59,63,73,69,62,Spain,La Liga,Sevilla,21,186,70,RB
Manu Sánchez,74,0,5,0.5,73,44,62,68,72,60,Spain,La Liga,Celta Vigo,24,171,66,LB
Robert Sánchez,79,0,0,0.0,79,77,75,80,58,79,Spain,Premier League,Chelsea,26,197,90,GK
Ibou Sané,63,1,0,0.7,73,62,50,65,22,52,Senegal,Ligue 1,Metz,19,180,72,ST
Leroy Sané,85,8,11,10.9,90,83,80,86,37,70,Germany,Bundesliga,Bayern Munich,28,183,80,RM
Sadibou Sané,65,0,0,0.4,67,37,42,45,67,69,Senegal,Ligue 1,Metz,20,182,77,CB
Arouna Sangante,73,0,0,0.9,58,34,59,59,73,75,Senegal,Ligue 1,Le Havre,22,189,76,CB
Ibrahim Sangaré,77,0,0,0.6,60,65,72,72,77,83,Côte d'Ivoire,Premier League,Nott'ham Forest,26,191,77,CDM
Morgan Sanson,76,2,3,3.3,65,73,77,76,70,74,France,Ligue 1,Nice,30,180,73,CM
Nicola Sansone,74,2,2,2.8,71,71,70,78,44,54,Italy,Serie A,Lecce,33,173,63,CAM
Baptiste Santamaria,77,0,1,1.9,42,67,73,74,73,73,France,Ligue 1,Rennes,29,183,81,CDM
Tiago Santos,77,1,2,1.4,83,56,71,77,72,66,Portugal,Ligue 1,Lille,22,175,67,RB
Pablo Sarabia,77,4,7,5.5,69,73,79,79,57,58,Spain,Premier League,Wolves,32,174,70,CAM
Mamadou Sarr,65,0,0,0.0,62,30,51,54,65,68,France,Ligue 1,Lyon,19,194,77,CB
Téji Savanier,80,9,6,9.1,60,76,84,82,68,68,France,Ligue 1,Montpellier,32,172,69,CAM
Stefan Savić,81,0,0,0.3,63,35,57,57,83,79,Montenegro,La Liga,Atlético Madrid,33,187,80,CB
Sávio,82,9,10,6.1,88,72,77,84,30,53,Brazil,La Liga,Girona,20,176,71,LW
Saba Sazonov,74,0,0,0.2,63,40,58,61,74,75,Georgia,Serie A,Torino,22,194,84,CB
Joe Scally,74,1,4,0.6,74,49,64,71,71,72,United States,Bundesliga,Gladbach,21,184,80,RB
Giorgio Scalvini,78,1,3,1.4,55,35,57,61,80,73,Italy,Serie A,Atalanta,20,194,75,CB
Gianluca Scamacca,79,12,6,6.5,65,81,67,74,36,74,Italy,Serie A,Atalanta,25,195,85,ST
Dane Scarlett,64,0,0,0.0,78,63,51,66,20,63,England,Premier League,Tottenham,20,179,73,ST
Kevin Schade,72,2,1,1.2,94,65,59,73,29,64,Germany,Premier League,Brentford,22,185,74,LW
András Schäfer,74,1,2,1.8,74,62,69,75,65,66,Hungary,Bundesliga,Union Berlin,25,178,72,CM
Fabian Schär,82,4,1,2.5,51,68,77,74,84,79,Switzerland,Premier League,Newcastle Utd,32,188,84,CB
Patrik Schick,82,7,0,6.0,74,81,71,81,37,76,Czech Republic,Bundesliga,Leverkusen,28,191,87,ST
Stefan Schimmer,68,0,1,0.6,64,68,48,63,29,72,Germany,Bundesliga,Heidenheim,30,184,86,ST
Xaver Schlager,81,0,5,1.1,72,70,74,78,75,79,Austria,Bundesliga,RB Leipzig,26,174,76,CDM
Keven Schlotterbeck,75,5,1,2.0,61,27,53,54,76,73,Germany,Bundesliga,Bochum,27,189,86,CB
Nico Schlotterbeck,85,2,1,3.0,77,59,70,73,85,82,Germany,Bundesliga,Dortmund,24,191,86,CB
Jeffrey Schlupp,73,2,2,1.8,75,71,68,74,70,69,Ghana,Premier League,Crystal Palace,31,178,72,LW
Romano Schmid,75,4,6,5.2,77,63,70,81,53,58,Austria,Bundesliga,Werder Bremen,24,168,73,CAM
Kenneth Schmidt,67,0,0,0.0,77,26,49,52,67,70,Germany,Bundesliga,Freiburg,22,187,81,CB
Niklas Schmidt,72,1,1,1.2,61,70,74,74,60,68,Germany,Ligue 1,Toulouse,26,184,89,CM
Benno Schmitz,71,0,1,0.2,60,50,69,69,71,72,Germany,Bundesliga,Köln,29,182,75,RB
Jan Schöppner,73,2,2,1.1,60,57,63,62,75,79,Germany,Bundesliga,Heidenheim,25,190,78,CDM
Marcel Schuhen,74,0,0,0.0,74,71,70,76,53,72,Germany,Bundesliga,Darmstadt 98,31,188,85,GK
Perr Schuurs,79,1,0,0.7,69,64,74,69,81,74,Holland,Serie A,Torino,24,191,85,CB
Marvin Schwäbe,77,0,0,0.0,77,74,75,81,47,74,Germany,Bundesliga,Köln,29,190,86,GK
Alexander Schwolow,70,0,0,0.0,72,62,63,73,37,70,Germany,Bundesliga,Union Berlin,32,190,84,GK
Alex Scott,74,1,1,0.7,73,62,73,79,65,68,England,Premier League,Bournemouth,21,178,68,CM
Simone Scuffet,73,0,0,0.0,73,71,65,76,50,72,Italy,Serie A,Cagliari,28,193,77,GK
Aleksandar Sedlar,73,1,0,0.3,43,43,51,51,74,77,Serbia,La Liga,Alavés,32,180,79,CB
Nicolas Seiwald,77,0,2,0.0,73,62,73,74,74,75,Austria,Bundesliga,RB Leipzig,23,179,79,CDM
Nikola Sekulov,64,0,0,0.0,65,61,64,67,46,51,Italy,Serie A,Juventus,22,185,70,CAM
Davie Selke,73,6,0,4.8,77,72,54,67,37,77,Germany,Bundesliga,Köln,29,195,84,ST
Nélson Semedo,78,0,1,1.3,80,56,69,78,74,73,Portugal,Premier League,Wolves,30,177,69,RB
Antoine Semenyo,76,8,2,4.6,85,72,67,77,27,75,Ghana,Premier League,Bournemouth,24,185,79,RM
Marvin Senaya,70,1,1,1.2,70,46,57,67,67,64,France,Ligue 1,Strasbourg,23,179,65,RB
Marcos Senesi,78,4,5,2.0,57,42,70,72,79,77,Argentina,Premier League,Bournemouth,27,185,75,CB
Suat Serdar,77,0,2,1.0,68,71,73,79,73,76,Germany,Serie A,Hellas Verona,27,184,75,CM
Benjamin Šeško,79,14,2,7.7,85,78,63,77,46,78,Slovenia,Bundesliga,RB Leipzig,21,195,85,ST
Kevin Sessa,71,3,0,2.9,87,63,67,72,61,58,Germany,Bundesliga,Heidenheim,24,175,70,RM
Stephan El Shaarawy,79,3,4,2.5,82,75,76,83,49,62,Italy,Serie A,Roma,31,178,73,LM
Luke Shaw,82,0,0,0.0,75,57,82,78,81,78,England,Premier League,Manchester Utd,29,181,75,LB
James Shea,67,0,0,0.0,67,65,60,67,27,67,England,Premier League,Luton Town,33,181,76,GK
Eldor Shomurodov,72,3,3,3.5,76,70,64,73,39,66,Uzbekistan,Serie A,Cagliari,29,190,76,ST
Vincent Sierro,75,6,2,5.9,61,67,75,72,70,75,Switzerland,Ligue 1,Toulouse,28,187,79,CM
Tim Siersleben,71,0,0,0.2,52,33,48,56,73,72,Germany,Bundesliga,Heidenheim,24,187,84,CB
Kiliann Sildillia,73,0,1,0.6,68,30,61,68,74,71,France,Bundesliga,Freiburg,22,186,84,RB
André Silva,80,3,0,3.3,74,80,71,81,46,77,Portugal,La Liga,Real Sociedad,28,185,84,ST
Bernardo Silva,88,6,9,3.7,75,78,86,92,71,69,Portugal,Premier League,Manchester City,30,173,64,CM
Fábio Silva,73,0,0,1.0,74,73,58,74,31,72,Portugal,Premier League,Wolves,22,185,75,ST
Rui Silva,81,0,0,0.0,82,76,77,84,31,81,Portugal,La Liga,Betis,30,191,91,GK
Marco Silvestri,76,0,0,0.0,76,76,60,78,59,78,Italy,Serie A,Udinese,33,191,80,GK
Mohamed Simakan,80,2,3,3.9,75,43,65,69,81,80,France,Bundesliga,RB Leipzig,24,187,82,CB
Giovanni Simeone,77,1,0,3.4,71,79,63,73,41,74,Argentina,Serie A,Napoli,29,181,81,ST
Giuliano Simeone,72,1,2,2.4,82,69,58,70,26,79,Argentina,La Liga,Alavés,21,173,70,ST
Moses Simon,76,3,5,4.1,89,69,70,80,33,61,Nigeria,Ligue 1,Nantes,29,168,69,LM
Unai Simón,86,0,0,0.0,85,81,78,86,49,85,Spain,La Liga,Athletic Club,27,190,89,GK
Xavi Simons,83,8,11,8.3,81,77,80,86,61,71,Holland,Bundesliga,RB Leipzig,21,179,61,CAM
Wilfried Singo,79,1,1,0.8,77,57,70,73,77,83,Côte d'Ivoire,Ligue 1,Monaco,23,190,79,CB
Luis Sinisterra,77,2,2,2.5,88,71,69,82,52,51,Colombia,Premier League,Bournemouth,25,172,60,LM
Daley Sinkgraven,72,0,0,0.0,73,60,72,74,68,61,Holland,La Liga,Las Palmas,29,179,70,LB
Ayanda Sishuba,65,0,0,0.9,71,60,60,73,32,40,Belgium,Ligue 1,Lens,19,169,61,CAM
Ibrahima Sissoko,74,0,1,1.0,56,60,70,68,71,85,Mali,Ligue 1,Strasbourg,26,193,90,CM
Moussa Sissoko,73,0,0,1.3,56,62,72,72,70,78,France,Ligue 1,Nantes,35,187,90,CM
Tim Skarke,73,8,0,3.6,85,74,63,75,47,68,Germany,Bundesliga,Darmstadt 98,28,181,79,ST
Ellyes Skhiri,81,2,2,2.3,60,73,74,75,80,76,Tunisia,Bundesliga,Eint Frankfurt,29,185,74,CDM
Oliver Skipp,77,0,0,0.7,61,47,68,71,75,70,England,Premier League,Tottenham,23,175,70,CDM
Łukasz Skorupski,79,0,0,0.0,79,76,68,83,51,78,Poland,Serie A,Bologna,33,188,90,GK
Milan Škriniar,81,0,0,0.2,57,45,60,65,83,80,Slovakia,Ligue 1,Paris S-G,29,188,80,CB
Naatan Skyttä,64,0,0,0.5,64,53,65,70,45,48,Finland,Ligue 1,Toulouse,22,170,69,CM
Chris Smalling,82,0,0,0.0,54,47,58,61,85,79,England,Serie A,Roma,34,194,81,CB
Adam Smith,73,0,2,0.1,65,59,70,70,72,70,England,Premier League,Bournemouth,33,180,78,RB
Emile Smith Rowe,77,0,1,2.0,76,71,74,80,43,61,England,Premier League,Arsenal,24,182,72,LM
Hrvoje Smolčić,72,1,0,1.0,68,28,49,58,72,73,Croatia,Bundesliga,Eint Frankfurt,24,185,80,CB
Eduard Sobol,70,0,0,0.0,74,64,67,68,67,69,Ukraine,Ligue 1,Strasbourg,29,186,73,LB
Rubén Sobrino,74,0,1,1.8,77,73,70,75,37,64,Spain,La Liga,Cádiz,32,185,73,LM
Emran Soglo,65,1,1,0.1,74,54,62,67,58,50,England,Ligue 1,Marseille,19,178,70,LM
Dominic Solanke,81,19,3,19.6,75,81,66,78,29,83,England,Premier League,Bournemouth,27,187,80,ST
Ola Solbakken,73,0,0,0.0,81,69,66,73,37,69,Norway,Serie A,Roma,26,189,82,RM
Carlos Soler,78,2,2,1.5,75,75,79,78,70,71,Spain,Ligue 1,Paris S-G,27,180,76,CM
Manor Solomon,76,0,2,0.4,82,72,73,80,43,42,Israel,Premier League,Tottenham,25,170,65,LM
Daniele Sommariva,62,0,0,0.0,64,56,62,68,42,59,Italy,Serie A,Genoa,27,185,76,GK
Yann Sommer,87,0,0,0.0,83,84,85,89,50,86,Switzerland,Serie A,Inter,35,183,77,GK
Brandon Soppy,71,0,0,0.0,79,50,64,68,66,74,France,Serie A,Torino,22,181,82,RB
David Soria,81,0,0,0.0,81,79,73,82,43,80,Spain,La Liga,Getafe,31,192,85,GK
Alessandro Sorrentino,64,0,0,0.0,64,64,60,67,40,66,Italy,Serie A,Monza,22,190,80,GK
Borna Sosa,75,0,0,0.0,71,53,78,75,67,71,Croatia,Bundesliga,Stuttgart,26,186,79,LB
Hugo Sotelo,63,0,1,0.3,65,59,59,65,44,54,Spain,La Liga,Celta Vigo,20,180,75,CM
Florian Sotoca,77,7,6,9.1,73,75,75,73,50,81,France,Ligue 1,Lens,33,187,77,ST
Riccardo Sottil,76,2,3,2.6,88,66,69,77,34,48,Italy,Serie A,Fiorentina,25,180,70,LW
Tomáš Souček,79,7,2,6.7,50,72,71,68,80,83,Czech Republic,Premier League,West Ham,29,192,86,CDM
Boubakary Soumaré,75,0,1,0.0,67,56,73,74,70,77,France,La Liga,Sevilla,25,188,82,CDM
Issa Soumaré,68,0,0,0.4,82,64,59,68,19,61,Senegal,Ligue 1,Le Havre,23,182,78,LM
Vinicius Souza,74,1,0,0.6,65,56,64,67,74,80,Brazil,Premier League,Sheffield Utd,25,187,80,CDM
Djibril Sow,78,1,1,1.5,79,69,75,77,75,78,Switzerland,La Liga,Sevilla,27,184,76,CM
Çağlar Söyüncü,78,0,0,0.0,69,47,59,65,77,78,Turkey,La Liga,Atlético Madrid,28,185,82,CB
Djed Spence,72,0,0,0.2,86,43,60,74,67,60,England,Serie A,Genoa,24,184,71,RB
Leonardo Spinazzola,79,1,2,0.2,88,65,74,79,76,69,Italy,Serie A,Roma,31,186,75,LM
Marco Sportiello,77,0,0,0.0,76,74,75,77,44,80,Italy,Serie A,Milan,32,192,87,GK
Jens Stage,75,3,1,4.4,65,68,71,73,73,78,Denmark,Bundesliga,Werder Bremen,27,185,83,CM
Josip Stanišić,77,3,1,0.8,73,44,65,69,78,74,Croatia,Bundesliga,Leverkusen,24,187,77,RB
Carl Starfelt,74,1,0,1.4,75,31,53,68,74,76,Sweden,La Liga,Celta Vigo,29,185,81,CB
Niklas Stark,74,2,0,0.2,74,50,62,66,74,76,Germany,Bundesliga,Werder Bremen,29,190,88,CB
Jason Steele,75,0,0,0.0,75,73,80,74,39,75,England,Premier League,Brighton,34,188,79,GK
Pascal Stenzel,71,0,5,0.3,59,60,69,68,71,69,Germany,Bundesliga,Stuttgart,28,183,74,RB
Leonidas Stergiou,71,1,0,0.4,76,42,60,67,70,75,Switzerland,Bundesliga,Stuttgart,22,180,75,CB
Raheem Sterling,81,8,4,6.5,85,78,75,85,42,65,England,Premier League,Chelsea,29,172,69,LM
Kevin Stöger,77,7,10,6.2,57,71,81,77,64,62,Austria,Bundesliga,Bochum,31,175,74,CAM
Filip Stojilković,67,0,0,0.2,84,67,49,69,29,66,Switzerland,Bundesliga,Darmstadt 98,24,186,80,ST
John Stones,85,1,0,1.0,69,58,75,79,85,77,England,Premier League,Manchester City,30,188,76,CB
Thomas Strakosha,74,0,0,0.0,74,73,72,75,43,71,Albania,Premier League,Brentford,29,193,84,GK
Jørgen Strand Larsen,75,13,3,14.5,77,75,58,69,32,82,Norway,La Liga,Celta Vigo,24,194,79,ST
Cristhian Stuani,76,9,3,9.6,66,79,69,70,48,84,Uruguay,La Liga,Girona,37,186,76,ST
Denis Suárez,75,0,0,0.1,59,70,77,77,64,54,Spain,La Liga,Villarreal,30,178,66,CM
Niklas Süle,82,1,0,0.4,70,51,67,64,83,79,Germany,Bundesliga,Dortmund,29,195,99,CB
Ibrahim Sulemana,71,2,0,0.8,71,62,64,68,69,72,Ghana,Serie A,Cagliari,21,180,78,CDM
Tomáš Suslov,74,3,5,3.5,78,71,72,76,52,71,Slovakia,Serie A,Hellas Verona,22,173,72,RM
Suso,80,1,4,1.4,72,76,80,83,32,51,Spain,La Liga,Sevilla,30,177,70,RM
Mattias Svanberg,77,1,3,3.0,81,69,75,77,63,73,Sweden,Bundesliga,Wolfsburg,25,185,75,CM
Max Svensson,66,0,0,0.0,81,59,60,70,31,47,Sweden,La Liga,Osasuna,26,165,68,LW
Mile Svilar,75,0,0,0.0,75,73,70,78,58,75,Serbia,Serie A,Roma,25,189,77,GK
Williot Swedberg,70,5,0,2.3,71,68,66,71,59,60,Sweden,La Liga,Celta Vigo,20,185,75,CM
Karol Świderski,73,2,0,1.7,64,74,62,71,32,71,Poland,Serie A,Hellas Verona,27,184,78,ST
Abakar Sylla,72,2,0,1.6,70,30,56,68,70,76,Côte d'Ivoire,Ligue 1,Strasbourg,21,188,80,CB
Dembo Sylla,64,0,0,0.1,74,51,56,66,57,58,Guinea,Ligue 1,Lorient,21,175,68,RB
Issiaga Sylla,72,1,2,1.4,68,61,67,67,68,73,Guinea,Ligue 1,Montpellier,30,180,75,LB
Mamadou Sylla,72,0,0,0.0,77,71,62,70,37,75,Senegal,La Liga,Alavés,30,184,84,ST
Dominik Szoboszlai,81,3,2,3.7,82,80,84,80,59,70,Hungary,Premier League,Liverpool,23,186,74,CAM
Przemysław Szymiński,65,0,0,0.0,68,39,52,58,65,73,Poland,Serie A,Frosinone,30,185,76,CB
